epoch,train_loss,val_loss,lr,seconds,val_roc_auc,val_f1,val_accuracy
1,0.7371281965873963,0.7230014269943927,0.0004996573836886434,1.2254641249999167,0.9404040404040404,0.3968253968253968,0.9257086999022482
2,0.6847634594345052,0.6340012062096992,0.0004986304738420682,1.2811441669999795,0.9385368839914294,0.32335329341317365,0.8895405669599218
3,0.6269110241589145,0.8449310657740339,0.0004969220851487844,1.6374297500000239,0.9419651056014693,0.41818181818181815,0.9374389051808406
4,0.8400874267877234,0.6651240967119427,0.0004945369001834514,1.4745939169999929,0.9377104377104377,0.2108843537414966,0.7732160312805474
5,0.6752724282470061,0.7354952114127132,0.0004914814565722671,1.221394582999892,0.9251606978879706,0.325,0.8944281524926686
6,0.6761473064374653,0.6531923592148872,0.00048776412907378846,1.2230407089999744,0.9367309458218549,0.2540983606557377,0.8220918866080157
7,0.6321396406793804,0.6455200784716788,0.00048339510662430044,1.2138107920000039,0.9361799816345271,0.28717948717948716,0.8641251221896383
8,0.6474844353387073,0.7174448566119809,0.0004783863644106502,1.2282808749999958,0.9349556167737985,0.3312883435582822,0.8934506353861192
9,0.6002578853112258,0.7021436171855628,0.00047275163104709196,1.2199499160000187,0.9370982552800735,0.33532934131736525,0.8914956011730205
10,0.659028770056706,0.6184781603333072,0.00046650635094610973,1.2169204580000041,0.9363330272421182,0.2857142857142857,0.8582600195503421
11,0.62454603461944,0.6765896444330001,0.00045966764198635603,1.1896099169999843,0.9362411998775635,0.34838709677419355,0.9012707722385142
12,0.5927756006159973,0.7914324944378227,0.0004522542485937369,1.1907199580000452,0.9307927762473217,0.33783783783783783,0.9042033235581622
13,0.5963878773703856,0.9432829103686593,0.00044428649036424276,1.2008157079999364,0.9297826752372207,0.42016806722689076,0.9325513196480938
14,0.6110301329895758,0.5986415175457038,0.0004357862063693486,1.1969080410000288,0.9436792164064891,0.3157894736842105,0.8729227761485826
15,0.6327570588810874,0.7763378051776924,0.00042677669529663696,1.2028625840000586,0.929690847872666,0.3561643835616438,0.9081133919843597
16,0.5931530286999536,1.0324424324613628,0.0004172826515897146,1.1961075000000392,0.9166513621059076,0.3382352941176471,0.9120234604105572
17,0.5789698845163072,0.7067016893934062,0.00040733009776245933,1.1957293750000417,0.9342516069788798,0.32142857142857145,0.8885630498533724
18,0.5742834724771534,1.2536927283625916,0.00039694631307311834,1.1854644999999664,0.9062442607897154,0.39215686274509803,0.9393939393939394
19,0.5576314777729023,0.6542922277313057,0.0003861597587537568,1.196693167000035,0.9395775941230488,0.3312883435582822,0.8934506353861192
20,0.5881932924597013,0.8307705664914374,0.000375,1.2010614170000053,0.9250382614018977,0.352112676056338,0.9100684261974584
21,0.5774931876184355,0.7484533824645646,0.00036349762493488667,1.2052838749999637,0.9326905417814508,0.359375,0.9198435972629521
22,0.5411179893463381,0.7569563752103994,0.0003516841607689501,1.2104675000000498,0.9292011019283747,0.3673469387755102,0.9090909090909091
23,0.5508215977239979,0.8844557205835978,0.00033959198738632514,1.2017807920000223,0.9304560759106213,0.38028169014084506,0.9139784946236559
24,0.5654496631356573,0.9839441848815011,0.00032725424859373687,1.255822749999993,0.9117232935414754,0.3548387096774194,0.9217986314760508
